date,product,time,item_sold,total_product_available,new_arrival
2023-04-17,Bluetooth Earphones,13:00:00,0,0,0
2023-04-17,Power Strip,16:00:00,0,0,0
2023-04-17,Chocolate Cookies,18:00:00,0,0,0
2023-04-17,Salted Chips,20:00:00,0,0,0
2023-04-17,Trail Mix,19:00:00,0,0,0
2023-04-17,Protein Bars,14:00:00,0,0,0
2023-04-17,Microwave Popcorn,18:00:00,17,71,0
2023-04-17,Notebook,19:00:00,0,0,0
2023-04-17,Ballpoint Pens,13:00:00,0,0,0
2023-04-17,Sticky Notes,17:00:00,0,0,0
2023-04-17,Gift Wrap,09:00:00,19,60,0
2023-04-17,Hand Sanitizer,19:00:00,0,0,0
2023-04-18,Basmati Rice,14:00:00,0,0,0
2023-04-18,Whole Wheat Flour,15:00:00,0,0,0
2023-04-18,Granulated Sugar,10:00:00,0,0,0
2023-04-18,Iodized Salt,12:00:00,20,154,0
2023-04-18,Sunflower Cooking Oil,14:00:00,0,0,0
2023-04-18,Instant Noodles,13:00:00,0,0,0
2023-04-18,Breakfast Cereal,15:00:00,0,0,0
2023-04-18,Peanut Butter,20:00:00,0,0,0
2023-04-18,Green Tea,19:00:00,24,35,0
2023-04-18,Instant Coffee,11:00:00,0,0,0
2023-04-18,Whole Milk,12:00:00,0,0,0
2023-04-18,Orange Juice,16:00:00,0,0,0
2023-04-18,Coca-Cola (Can),10:00:00,0,0,0
2023-04-18,Bottled Water (1L),15:00:00,0,0,0
2023-04-18,Flavored Yogurt,11:00:00,0,0,0
2023-04-18,Toothpaste,12:00:00,24,60,0
2023-04-18,Shampoo,14:00:00,0,0,0
2023-04-18,Bar Soap,15:00:00,14,301,0
2023-04-18,Body Lotion,18:00:00,0,0,0
2023-04-18,Shaving Cream,18:00:00,0,0,0
2023-04-18,Laundry Detergent,19:00:00,0,0,0
2023-04-18,Toilet Paper (Rolls),09:00:00,0,0,0
2023-04-18,Dishwashing Liquid,20:00:00,0,0,0
2023-04-18,Garbage Bags,17:00:00,0,0,0
2023-04-18,Air Freshener,20:00:00,0,0,0
2023-04-18,Diapers (Pack of 20),18:00:00,0,0,0
2023-04-18,Baby Wipes,14:00:00,0,0,0
2023-04-18,Baby Powder,15:00:00,0,0,0
2023-04-18,Baby Cereal,18:00:00,0,0,0
2023-04-18,Formula Milk,12:00:00,0,0,0
2023-04-18,Men's T-shirt,16:00:00,0,0,0
2023-04-18,Women's Jeans,10:00:00,27,79,0
2023-04-18,Kids' Shorts,20:00:00,0,0,0
2023-04-18,Socks (Pack of 3),14:00:00,0,0,0
2023-04-18,Cotton Towels,20:00:00,0,0,0
2023-04-18,AA Batteries (Pack),15:00:00,0,0,0
2023-04-18,USB Charging Cable,14:00:00,0,0,0
2023-04-18,LED Light Bulb,14:00:00,13,181,0
2023-04-18,Bluetooth Earphones,10:00:00,0,0,0
2023-04-18,Power Strip,16:00:00,0,0,0
2023-04-18,Chocolate Cookies,10:00:00,0,0,0
2023-04-18,Salted Chips,15:00:00,0,0,0
2023-04-18,Trail Mix,18:00:00,0,0,0
2023-04-18,Protein Bars,19:00:00,0,0,0
2023-04-18,Microwave Popcorn,17:00:00,18,53,0
2023-04-18,Notebook,17:00:00,0,0,0
2023-04-18,Ballpoint Pens,09:00:00,0,0,0
2023-04-18,Sticky Notes,13:00:00,0,0,0
2023-04-18,Gift Wrap,13:00:00,23,37,0
2023-04-18,Hand Sanitizer,18:00:00,0,0,0
2023-04-19,Basmati Rice,19:00:00,0,0,0
2023-04-19,Whole Wheat Flour,16:00:00,0,0,0
2023-04-19,Granulated Sugar,20:00:00,0,0,0
2023-04-19,Iodized Salt,20:00:00,23,131,0
2023-04-19,Sunflower Cooking Oil,19:00:00,0,0,0
2023-04-19,Instant Noodles,16:00:00,0,0,0
2023-04-19,Breakfast Cereal,17:00:00,0,0,0
2023-04-19,Peanut Butter,11:00:00,0,0,0
2023-04-19,Green Tea,17:00:00,19,16,0
2023-04-19,Instant Coffee,18:00:00,0,0,0
2023-04-19,Whole Milk,12:00:00,0,0,0
2023-04-19,Orange Juice,17:00:00,0,0,0
2023-04-19,Coca-Cola (Can),12:00:00,0,0,0
2023-04-19,Bottled Water (1L),20:00:00,0,0,0
2023-04-19,Flavored Yogurt,17:00:00,0,0,0
2023-04-19,Toothpaste,18:00:00,24,36,0
2023-04-19,Shampoo,10:00:00,0,0,0
2023-04-19,Bar Soap,12:00:00,14,287,0
2023-04-19,Body Lotion,12:00:00,0,0,0
2023-04-19,Shaving Cream,20:00:00,0,0,0
2023-04-19,Laundry Detergent,12:00:00,0,0,0
2023-04-19,Toilet Paper (Rolls),14:00:00,0,0,0
2023-04-19,Dishwashing Liquid,14:00:00,0,0,0
2023-04-19,Garbage Bags,20:00:00,0,0,0
2023-04-19,Air Freshener,15:00:00,0,0,0
2023-04-19,Diapers (Pack of 20),15:00:00,0,0,0
2023-04-19,Baby Wipes,10:00:00,0,0,0
2023-04-19,Baby Powder,11:00:00,0,0,0
2023-04-19,Baby Cereal,10:00:00,0,0,0
2023-04-19,Formula Milk,14:00:00,0,0,0
2023-04-19,Men's T-shirt,09:00:00,0,0,0
2023-04-19,Women's Jeans,19:00:00,28,51,0
2023-04-19,Kids' Shorts,10:00:00,0,0,0
2023-04-19,Socks (Pack of 3),20:00:00,0,0,0
2023-04-19,Cotton Towels,11:00:00,0,0,0
2023-04-19,AA Batteries (Pack),12:00:00,0,0,0
2023-04-19,USB Charging Cable,15:00:00,0,0,0
2023-04-19,LED Light Bulb,11:00:00,14,167,0
2023-04-19,Bluetooth Earphones,09:00:00,0,0,0
2023-04-19,Power Strip,10:00:00,0,0,0
2023-04-19,Chocolate Cookies,13:00:00,0,0,0
2023-04-19,Salted Chips,16:00:00,0,0,0
2023-04-19,Trail Mix,17:00:00,0,0,0
2023-04-19,Protein Bars,19:00:00,0,0,0
2023-04-19,Microwave Popcorn,14:00:00,19,34,0
2023-04-19,Notebook,15:00:00,0,0,0
2023-04-19,Ballpoint Pens,13:00:00,0,0,0
2023-04-19,Sticky Notes,17:00:00,0,0,0
2023-04-19,Gift Wrap,13:00:00,21,16,0
2023-04-19,Hand Sanitizer,20:00:00,0,0,0
2023-04-20,Basmati Rice,11:00:00,0,0,0
2023-04-20,Whole Wheat Flour,18:00:00,0,0,0
2023-04-20,Granulated Sugar,19:00:00,0,0,0
2023-04-20,Iodized Salt,18:00:00,18,113,0
2023-04-20,Sunflower Cooking Oil,20:00:00,0,0,0
2023-04-20,Instant Noodles,09:00:00,0,0,0
2023-04-20,Breakfast Cereal,11:00:00,0,0,0
2023-04-20,Peanut Butter,09:00:00,0,0,0
2023-04-20,Green Tea,14:00:00,16,0,0
2023-04-20,Instant Coffee,09:00:00,0,0,0
2023-04-20,Whole Milk,11:00:00,0,0,0
2023-04-20,Orange Juice,15:00:00,0,0,0
2023-04-20,Coca-Cola (Can),11:00:00,0,0,0
2023-04-20,Bottled Water (1L),17:00:00,0,0,0
2023-04-20,Flavored Yogurt,15:00:00,0,0,0
2023-04-20,Toothpaste,16:00:00,24,12,0
2023-04-20,Shampoo,14:00:00,0,0,0
2023-04-20,Bar Soap,18:00:00,14,273,0
2023-04-20,Body Lotion,14:00:00,0,0,0
2023-04-20,Shaving Cream,14:00:00,0,0,0
2023-04-20,Laundry Detergent,12:00:00,0,0,0
2023-04-20,Toilet Paper (Rolls),17:00:00,0,0,0
2023-04-20,Dishwashing Liquid,15:00:00,0,0,0
2023-04-20,Garbage Bags,19:00:00,0,0,0
2023-04-20,Air Freshener,09:00:00,0,0,0
2023-04-20,Diapers (Pack of 20),16:00:00,0,0,0
2023-04-20,Baby Wipes,09:00:00,0,0,0
2023-04-20,Baby Powder,20:00:00,0,0,0
2023-04-20,Baby Cereal,14:00:00,0,0,0
2023-04-20,Formula Milk,10:00:00,0,0,0
2023-04-20,Men's T-shirt,20:00:00,0,0,0
2023-04-20,Women's Jeans,20:00:00,29,22,0
2023-04-20,Kids' Shorts,19:00:00,0,0,0
2023-04-20,Socks (Pack of 3),11:00:00,0,0,0
2023-04-20,Cotton Towels,14:00:00,0,0,0
2023-04-20,AA Batteries (Pack),11:00:00,0,0,0
2023-04-20,USB Charging Cable,12:00:00,0,0,0
2023-04-20,LED Light Bulb,17:00:00,15,152,0
2023-04-20,Bluetooth Earphones,16:00:00,0,0,0
2023-04-20,Power Strip,10:00:00,0,0,0
2023-04-20,Chocolate Cookies,14:00:00,0,0,0
2023-04-20,Salted Chips,15:00:00,0,0,0
2023-04-20,Trail Mix,19:00:00,0,0,0
2023-04-20,Protein Bars,19:00:00,0,0,0
2023-04-20,Microwave Popcorn,17:00:00,15,19,0
2023-04-20,Notebook,19:00:00,0,0,0
2023-04-20,Ballpoint Pens,15:00:00,0,0,0
2023-04-20,Sticky Notes,10:00:00,0,0,0
2023-04-20,Gift Wrap,15:00:00,16,0,0
2023-04-20,Hand Sanitizer,13:00:00,0,0,0
2023-04-21,Basmati Rice,17:00:00,0,0,0
2023-04-21,Whole Wheat Flour,17:00:00,0,0,0
2023-04-21,Granulated Sugar,14:00:00,0,0,0
2023-04-21,Iodized Salt,16:00:00,17,96,0
2023-04-21,Sunflower Cooking Oil,09:00:00,0,0,0
2023-04-21,Instant Noodles,11:00:00,0,0,0
2023-04-21,Breakfast Cereal,19:00:00,0,0,0
2023-04-21,Peanut Butter,19:00:00,0,0,0
2023-04-21,Green Tea,10:00:00,0,0,0
2023-04-21,Instant Coffee,14:00:00,0,0,0
2023-04-21,Whole Milk,12:00:00,0,0,0
2023-04-21,Orange Juice,17:00:00,0,0,0
2023-04-21,Coca-Cola (Can),12:00:00,0,0,0
2023-04-21,Bottled Water (1L),10:00:00,0,0,0
2023-04-21,Flavored Yogurt,12:00:00,0,0,0
2023-04-21,Toothpaste,17:00:00,12,0,0
2023-04-21,Shampoo,15:00:00,0,0,0
2023-04-21,Bar Soap,16:00:00,14,259,0
2023-04-21,Body Lotion,17:00:00,0,0,0
2023-04-21,Shaving Cream,10:00:00,0,0,0
2023-04-21,Laundry Detergent,20:00:00,0,0,0
2023-04-21,Toilet Paper (Rolls),10:00:00,0,0,0
2023-04-21,Dishwashing Liquid,20:00:00,0,0,0
2023-04-21,Garbage Bags,09:00:00,0,0,0
2023-04-21,Air Freshener,11:00:00,0,0,0
2023-04-21,Diapers (Pack of 20),19:00:00,0,0,0
2023-04-21,Baby Wipes,19:00:00,0,0,0
2023-04-21,Baby Powder,20:00:00,0,0,0
2023-04-21,Baby Cereal,10:00:00,0,0,0
2023-04-21,Formula Milk,20:00:00,0,0,0
2023-04-21,Men's T-shirt,11:00:00,0,0,0
2023-04-21,Women's Jeans,20:00:00,22,0,0
2023-04-21,Kids' Shorts,20:00:00,0,0,0
2023-04-21,Socks (Pack of 3),16:00:00,0,0,0
2023-04-21,Cotton Towels,12:00:00,0,0,0
2023-04-21,AA Batteries (Pack),17:00:00,0,0,0
2023-04-21,USB Charging Cable,14:00:00,0,0,0
2023-04-21,LED Light Bulb,15:00:00,13,139,0
2023-04-21,Bluetooth Earphones,13:00:00,0,0,0
2023-04-21,Power Strip,16:00:00,0,0,0
2023-04-21,Chocolate Cookies,18:00:00,0,0,0
2023-04-21,Salted Chips,17:00:00,0,0,0
2023-04-21,Trail Mix,11:00:00,0,0,0
2023-04-21,Protein Bars,19:00:00,0,0,0
2023-04-21,Microwave Popcorn,12:00:00,15,4,0
2023-04-21,Notebook,10:00:00,0,0,0
2023-04-21,Ballpoint Pens,17:00:00,0,0,0
2023-04-21,Sticky Notes,13:00:00,0,0,0
2023-04-21,Gift Wrap,18:00:00,0,0,0
2023-04-21,Hand Sanitizer,17:00:00,0,0,0
2023-04-22,Basmati Rice,12:00:00,0,0,0
2023-04-22,Whole Wheat Flour,16:00:00,0,0,0
2023-04-22,Granulated Sugar,20:00:00,0,0,0
2023-04-22,Iodized Salt,19:00:00,23,73,0
2023-04-22,Sunflower Cooking Oil,16:00:00,0,0,0
2023-04-22,Instant Noodles,20:00:00,0,0,0
2023-04-22,Breakfast Cereal,15:00:00,0,0,0
2023-04-22,Peanut Butter,15:00:00,0,0,0
2023-04-22,Green Tea,19:00:00,0,0,0
2023-04-22,Instant Coffee,09:00:00,0,0,0
2023-04-22,Whole Milk,12:00:00,0,0,0
2023-04-22,Orange Juice,18:00:00,0,0,0
2023-04-22,Coca-Cola (Can),17:00:00,0,0,0
2023-04-22,Bottled Water (1L),20:00:00,0,0,0
2023-04-22,Flavored Yogurt,20:00:00,0,0,0
2023-04-22,Toothpaste,19:00:00,0,0,0
2023-04-22,Shampoo,15:00:00,0,0,0
2023-04-22,Bar Soap,12:00:00,16,243,0
2023-04-22,Body Lotion,15:00:00,0,0,0
2023-04-22,Shaving Cream,20:00:00,0,0,0
2023-04-22,Laundry Detergent,10:00:00,0,0,0
2023-04-22,Toilet Paper (Rolls),13:00:00,0,0,0
2023-04-22,Dishwashing Liquid,14:00:00,0,0,0
2023-04-22,Garbage Bags,11:00:00,0,0,0
2023-04-22,Air Freshener,19:00:00,0,0,0
2023-04-22,Diapers (Pack of 20),11:00:00,0,0,0
2023-04-22,Baby Wipes,18:00:00,0,0,0
2023-04-22,Baby Powder,11:00:00,0,0,0
2023-04-22,Baby Cereal,11:00:00,0,0,0
2023-04-22,Formula Milk,10:00:00,0,0,0
2023-04-22,Men's T-shirt,20:00:00,0,0,0
2023-04-22,Women's Jeans,09:00:00,0,0,0
2023-04-22,Kids' Shorts,20:00:00,0,0,0
2023-04-22,Socks (Pack of 3),18:00:00,0,0,0
2023-04-22,Cotton Towels,10:00:00,0,0,0
2023-04-22,AA Batteries (Pack),16:00:00,0,0,0
2023-04-22,USB Charging Cable,14:00:00,0,0,0
2023-04-22,LED Light Bulb,17:00:00,20,119,0
2023-04-22,Bluetooth Earphones,16:00:00,0,0,0
2023-04-22,Power Strip,09:00:00,0,0,0
2023-04-22,Chocolate Cookies,15:00:00,0,0,0
2023-04-22,Salted Chips,20:00:00,0,0,0
2023-04-22,Trail Mix,10:00:00,0,0,0
2023-04-22,Protein Bars,16:00:00,0,0,0
2023-04-22,Microwave Popcorn,19:00:00,4,0,0
2023-04-22,Notebook,12:00:00,0,0,0
2023-04-22,Ballpoint Pens,13:00:00,0,0,0
2023-04-22,Sticky Notes,19:00:00,0,0,0
2023-04-22,Gift Wrap,20:00:00,0,0,0
2023-04-22,Hand Sanitizer,13:00:00,0,0,0
2023-04-23,Basmati Rice,11:00:00,0,0,0
2023-04-23,Whole Wheat Flour,18:00:00,0,0,0
2023-04-23,Granulated Sugar,16:00:00,0,0,0
2023-04-23,Iodized Salt,11:00:00,25,48,0
2023-04-23,Sunflower Cooking Oil,15:00:00,0,0,0
2023-04-23,Instant Noodles,10:00:00,0,0,0
2023-04-23,Breakfast Cereal,17:00:00,0,0,0
2023-04-23,Peanut Butter,15:00:00,0,0,0
2023-04-23,Green Tea,17:00:00,0,0,0
2023-04-23,Instant Coffee,17:00:00,0,0,0
2023-04-23,Whole Milk,15:00:00,0,0,0
2023-04-23,Orange Juice,14:00:00,0,0,0
2023-04-23,Coca-Cola (Can),17:00:00,0,0,0
2023-04-23,Bottled Water (1L),10:00:00,0,0,0
2023-04-23,Flavored Yogurt,15:00:00,0,0,0
2023-04-23,Toothpaste,20:00:00,0,0,0
2023-04-23,Shampoo,20:00:00,0,0,0
2023-04-23,Bar Soap,16:00:00,15,228,0
2023-04-23,Body Lotion,18:00:00,0,0,0
2023-04-23,Shaving Cream,10:00:00,0,0,0
2023-04-23,Laundry Detergent,13:00:00,0,0,0
2023-04-23,Toilet Paper (Rolls),12:00:00,0,0,0
2023-04-23,Dishwashing Liquid,09:00:00,0,0,0
2023-04-23,Garbage Bags,10:00:00,0,0,0
2023-04-23,Air Freshener,09:00:00,0,0,0
2023-04-23,Diapers (Pack of 20),18:00:00,0,0,0
2023-04-23,Baby Wipes,18:00:00,0,0,0
2023-04-23,Baby Powder,18:00:00,0,0,0
2023-04-23,Baby Cereal,09:00:00,0,0,0
2023-04-23,Formula Milk,09:00:00,0,0,0
2023-04-23,Men's T-shirt,14:00:00,0,0,0
2023-04-23,Women's Jeans,13:00:00,0,0,0
2023-04-23,Kids' Shorts,16:00:00,0,0,0
2023-04-23,Socks (Pack of 3),16:00:00,0,0,0
2023-04-23,Cotton Towels,10:00:00,0,0,0
2023-04-23,AA Batteries (Pack),16:00:00,0,0,0
2023-04-23,USB Charging Cable,17:00:00,0,0,0
2023-04-23,LED Light Bulb,17:00:00,18,101,0
2023-04-23,Bluetooth Earphones,18:00:00,0,0,0
2023-04-23,Power Strip,17:00:00,0,0,0
2023-04-23,Chocolate Cookies,17:00:00,0,0,0
2023-04-23,Salted Chips,10:00:00,0,0,0
2023-04-23,Trail Mix,15:00:00,0,0,0
2023-04-23,Protein Bars,13:00:00,0,0,0
2023-04-23,Microwave Popcorn,14:00:00,0,0,0
2023-04-23,Notebook,18:00:00,0,0,0
2023-04-23,Ballpoint Pens,18:00:00,0,0,0
2023-04-23,Sticky Notes,20:00:00,0,0,0
2023-04-23,Gift Wrap,11:00:00,0,0,0
2023-04-23,Hand Sanitizer,18:00:00,0,0,0
2023-04-24,Basmati Rice,11:00:00,0,0,0
2023-04-24,Whole Wheat Flour,14:00:00,0,0,0
2023-04-24,Granulated Sugar,14:00:00,0,0,0
2023-04-24,Iodized Salt,20:00:00,19,29,0
2023-04-24,Sunflower Cooking Oil,14:00:00,0,0,0
2023-04-24,Instant Noodles,10:00:00,0,0,0
2023-04-24,Breakfast Cereal,19:00:00,0,0,0
2023-04-24,Peanut Butter,16:00:00,0,0,0
2023-04-24,Green Tea,19:00:00,0,0,0
2023-04-24,Instant Coffee,18:00:00,0,0,0
2023-04-24,Whole Milk,12:00:00,0,0,0
2023-04-24,Orange Juice,18:00:00,0,0,0
2023-04-24,Coca-Cola (Can),16:00:00,0,0,0
2023-04-24,Bottled Water (1L),19:00:00,0,0,0
2023-04-24,Flavored Yogurt,10:00:00,0,0,0
2023-04-24,Toothpaste,20:00:00,0,0,0
2023-04-24,Shampoo,10:00:00,0,0,0
2023-04-24,Bar Soap,14:00:00,15,213,0
2023-04-24,Body Lotion,17:00:00,0,0,0
2023-04-24,Shaving Cream,14:00:00,0,0,0
2023-04-24,Laundry Detergent,14:00:00,0,0,0
2023-04-24,Toilet Paper (Rolls),14:00:00,0,0,0
2023-04-24,Dishwashing Liquid,12:00:00,0,0,0
2023-04-24,Garbage Bags,15:00:00,0,0,0
2023-04-24,Air Freshener,16:00:00,0,0,0
2023-04-24,Diapers (Pack of 20),12:00:00,0,0,0
2023-04-24,Baby Wipes,12:00:00,0,0,0
2023-04-24,Baby Powder,19:00:00,0,0,0
2023-04-24,Baby Cereal,15:00:00,0,0,0
2023-04-24,Formula Milk,12:00:00,0,0,0
2023-04-24,Men's T-shirt,16:00:00,0,0,0
2023-04-24,Women's Jeans,19:00:00,0,0,0
2023-04-24,Kids' Shorts,20:00:00,0,0,0
2023-04-24,Socks (Pack of 3),14:00:00,0,0,0
2023-04-24,Cotton Towels,17:00:00,0,0,0
2023-04-24,AA Batteries (Pack),13:00:00,0,0,0
2023-04-24,USB Charging Cable,18:00:00,0,0,0
2023-04-24,LED Light Bulb,18:00:00,11,90,0
2023-04-24,Bluetooth Earphones,19:00:00,0,0,0
2023-04-24,Power Strip,14:00:00,0,0,0
2023-04-24,Chocolate Cookies,19:00:00,0,0,0
2023-04-24,Salted Chips,14:00:00,0,0,0
2023-04-24,Trail Mix,13:00:00,0,0,0
2023-04-24,Protein Bars,11:00:00,0,0,0
2023-04-24,Microwave Popcorn,16:00:00,0,0,0
2023-04-24,Notebook,19:00:00,0,0,0
2023-04-24,Ballpoint Pens,13:00:00,0,0,0
2023-04-24,Sticky Notes,11:00:00,0,0,0
2023-04-24,Gift Wrap,12:00:00,0,0,0
2023-04-24,Hand Sanitizer,16:00:00,0,0,0
2023-04-25,Basmati Rice,12:00:00,0,0,0
2023-04-25,Whole Wheat Flour,20:00:00,0,0,0
2023-04-25,Granulated Sugar,16:00:00,0,0,0
2023-04-25,Iodized Salt,18:00:00,17,12,0
2023-04-25,Sunflower Cooking Oil,12:00:00,0,0,0
2023-04-25,Instant Noodles,13:00:00,0,0,0
2023-04-25,Breakfast Cereal,11:00:00,0,0,0
2023-04-25,Peanut Butter,15:00:00,0,0,0
2023-04-25,Green Tea,15:00:00,0,0,0
2023-04-25,Instant Coffee,18:00:00,0,0,0
2023-04-25,Whole Milk,17:00:00,0,0,0
2023-04-25,Orange Juice,14:00:00,0,0,0
2023-04-25,Coca-Cola (Can),14:00:00,0,0,0
2023-04-25,Bottled Water (1L),12:00:00,0,0,0
2023-04-25,Flavored Yogurt,13:00:00,0,0,0
2023-04-25,Toothpaste,13:00:00,0,0,0
2023-04-25,Shampoo,11:00:00,0,0,0
2023-04-25,Bar Soap,10:00:00,14,199,0
2023-04-25,Body Lotion,13:00:00,0,0,0
2023-04-25,Shaving Cream,17:00:00,0,0,0
2023-04-25,Laundry Detergent,19:00:00,0,0,0
2023-04-25,Toilet Paper (Rolls),18:00:00,0,0,0
2023-04-25,Dishwashing Liquid,17:00:00,0,0,0
2023-04-25,Garbage Bags,11:00:00,0,0,0
2023-04-25,Air Freshener,12:00:00,0,0,0
2023-04-25,Diapers (Pack of 20),17:00:00,0,0,0
2023-04-25,Baby Wipes,09:00:00,0,0,0
2023-04-25,Baby Powder,14:00:00,0,0,0
2023-04-25,Baby Cereal,12:00:00,0,0,0
2023-04-25,Formula Milk,17:00:00,0,0,0
2023-04-25,Men's T-shirt,20:00:00,0,0,0
2023-04-25,Women's Jeans,19:00:00,0,0,0
2023-04-25,Kids' Shorts,12:00:00,0,0,0
2023-04-25,Socks (Pack of 3),15:00:00,0,0,0
2023-04-25,Cotton Towels,10:00:00,0,0,0
2023-04-25,AA Batteries (Pack),11:00:00,0,0,0
2023-04-25,USB Charging Cable,09:00:00,0,0,0
2023-04-25,LED Light Bulb,16:00:00,10,80,0
2023-04-25,Bluetooth Earphones,10:00:00,0,0,0
2023-04-25,Power Strip,10:00:00,0,0,0
2023-04-25,Chocolate Cookies,18:00:00,0,0,0
2023-04-25,Salted Chips,18:00:00,0,0,0
2023-04-25,Trail Mix,13:00:00,0,0,0
2023-04-25,Protein Bars,18:00:00,0,0,0
2023-04-25,Microwave Popcorn,19:00:00,0,0,0
2023-04-25,Notebook,17:00:00,0,0,0
2023-04-25,Ballpoint Pens,18:00:00,0,0,0
2023-04-25,Sticky Notes,11:00:00,0,0,0
2023-04-25,Gift Wrap,10:00:00,0,0,0
2023-04-25,Hand Sanitizer,16:00:00,0,0,0
2023-04-26,Basmati Rice,17:00:00,0,0,0
2023-04-26,Whole Wheat Flour,09:00:00,0,0,0
2023-04-26,Granulated Sugar,12:00:00,0,0,0
2023-04-26,Iodized Salt,19:00:00,12,0,0
2023-04-26,Sunflower Cooking Oil,16:00:00,0,0,0
2023-04-26,Instant Noodles,13:00:00,0,0,0
2023-04-26,Breakfast Cereal,19:00:00,0,0,0
2023-04-26,Peanut Butter,19:00:00,0,0,0
2023-04-26,Green Tea,20:00:00,0,0,0
2023-04-26,Instant Coffee,12:00:00,0,0,0
2023-04-26,Whole Milk,14:00:00,0,0,0
2023-04-26,Orange Juice,13:00:00,0,0,0
2023-04-26,Coca-Cola (Can),12:00:00,0,0,0
2023-04-26,Bottled Water (1L),20:00:00,0,0,0
2023-04-26,Flavored Yogurt,19:00:00,0,0,0
2023-04-26,Toothpaste,10:00:00,0,0,0
2023-04-26,Shampoo,11:00:00,0,0,0
2023-04-26,Bar Soap,17:00:00,14,185,0
2023-04-26,Body Lotion,19:00:00,0,0,0
2023-04-26,Shaving Cream,17:00:00,0,0,0
2023-04-26,Laundry Detergent,11:00:00,0,0,0
2023-04-26,Toilet Paper (Rolls),18:00:00,0,0,0
2023-04-26,Dishwashing Liquid,14:00:00,0,0,0
2023-04-26,Garbage Bags,16:00:00,0,0,0
2023-04-26,Air Freshener,19:00:00,0,0,0
2023-04-26,Diapers (Pack of 20),18:00:00,0,0,0
2023-04-26,Baby Wipes,18:00:00,0,0,0
2023-04-26,Baby Powder,18:00:00,0,0,0
2023-04-26,Baby Cereal,17:00:00,0,0,0
2023-04-26,Formula Milk,10:00:00,0,0,0
2023-04-26,Men's T-shirt,19:00:00,0,0,0
2023-04-26,Women's Jeans,10:00:00,0,0,0
2023-04-26,Kids' Shorts,15:00:00,0,0,0
2023-04-26,Socks (Pack of 3),09:00:00,0,0,0
2023-04-26,Cotton Towels,14:00:00,0,0,0
2023-04-26,AA Batteries (Pack),19:00:00,0,0,0
2023-04-26,USB Charging Cable,15:00:00,0,0,0
2023-04-26,LED Light Bulb,15:00:00,16,64,0
2023-04-26,Bluetooth Earphones,16:00:00,0,0,0
2023-04-26,Power Strip,19:00:00,0,0,0
2023-04-26,Chocolate Cookies,12:00:00,0,0,0
2023-04-26,Salted Chips,13:00:00,0,0,0
2023-04-26,Trail Mix,10:00:00,0,0,0
2023-04-26,Protein Bars,11:00:00,0,0,0
2023-04-26,Microwave Popcorn,16:00:00,0,0,0
2023-04-26,Notebook,20:00:00,0,0,0
2023-04-26,Ballpoint Pens,17:00:00,0,0,0
2023-04-26,Sticky Notes,18:00:00,0,0,0
2023-04-26,Gift Wrap,16:00:00,0,0,0
2023-04-26,Hand Sanitizer,16:00:00,0,0,0
2023-04-27,Basmati Rice,20:00:00,0,0,0
2023-04-27,Whole Wheat Flour,15:00:00,0,0,0
2023-04-27,Granulated Sugar,18:00:00,0,0,0
2023-04-27,Iodized Salt,12:00:00,0,0,0
2023-04-27,Sunflower Cooking Oil,12:00:00,0,0,0
2023-04-27,Instant Noodles,18:00:00,0,0,0
2023-04-27,Breakfast Cereal,10:00:00,0,0,0
2023-04-27,Peanut Butter,20:00:00,0,0,0
2023-04-27,Green Tea,17:00:00,0,0,0
2023-04-27,Instant Coffee,11:00:00,0,0,0
2023-04-27,Whole Milk,16:00:00,0,0,0
2023-04-27,Orange Juice,14:00:00,0,0,0
2023-04-27,Coca-Cola (Can),15:00:00,0,0,0
2023-04-27,Bottled Water (1L),10:00:00,0,0,0
2023-04-27,Flavored Yogurt,19:00:00,0,0,0
2023-04-27,Toothpaste,13:00:00,0,0,0
2023-04-27,Shampoo,19:00:00,0,0,0
2023-04-27,Bar Soap,17:00:00,13,172,0
2023-04-27,Body Lotion,10:00:00,0,0,0
2023-04-27,Shaving Cream,15:00:00,0,0,0
2023-04-27,Laundry Detergent,10:00:00,0,0,0
2023-04-27,Toilet Paper (Rolls),13:00:00,0,0,0
2023-04-27,Dishwashing Liquid,11:00:00,0,0,0
2023-04-27,Garbage Bags,11:00:00,0,0,0
2023-04-27,Air Freshener,12:00:00,0,0,0
2023-04-27,Diapers (Pack of 20),20:00:00,0,0,0
2023-04-27,Baby Wipes,11:00:00,0,0,0
2023-04-27,Baby Powder,20:00:00,0,0,0
2023-04-27,Baby Cereal,16:00:00,0,0,0
2023-04-27,Formula Milk,16:00:00,0,0,0
2023-04-27,Men's T-shirt,19:00:00,0,0,0
2023-04-27,Women's Jeans,20:00:00,0,0,0
2023-04-27,Kids' Shorts,17:00:00,0,0,0
2023-04-27,Socks (Pack of 3),11:00:00,0,0,0
2023-04-27,Cotton Towels,14:00:00,0,0,0
2023-04-27,AA Batteries (Pack),18:00:00,0,0,0
2023-04-27,USB Charging Cable,18:00:00,0,0,0
2023-04-27,LED Light Bulb,15:00:00,13,51,0
2023-04-27,Bluetooth Earphones,14:00:00,0,0,0
2023-04-27,Power Strip,09:00:00,0,0,0
2023-04-27,Chocolate Cookies,12:00:00,0,0,0
2023-04-27,Salted Chips,09:00:00,0,0,0
2023-04-27,Trail Mix,17:00:00,0,0,0
