date,item_id,item_name,category,stock_sold,price,promo,item_replaced,new_item_added
2024-11-25,6,Shampoo,Personal Care,55,48.18,0,0,0
2024-09-27,6,Shampoo,Personal Care,57,59.65,1,0,0
2024-07-17,2,Sugar,Grocery,35,21.97,1,0,0
2024-11-18,8,Milk,Dairy,56,38.86,0,0,0
2024-04-26,8,Milk,Dairy,53,49.04,0,0,0
2024-10-14,6,Shampoo,Personal Care,29,13.7,1,0,0
2024-02-20,5,Toothpaste,Personal Care,38,33.38,1,0,0
2024-05-25,2,Sugar,Grocery,62,28.39,1,0,0
2024-12-06,3,Salt,Grocery,24,23.27,1,0,0
2024-10-01,0,Rice,Grocery,57,62.18,1,0,0
2024-04-12,2,Sugar,Grocery,45,82.23,0,1,0
2024-11-20,5,Toothpaste,Personal Care,53,54.35,0,0,0
2024-06-29,4,Cooking Oil,Grocery,35,78.88,0,0,0
2024-03-07,4,Cooking Oil,Grocery,73,44.97,0,0,0
2024-02-03,8,Milk,Dairy,27,22.53,1,0,0
2024-05-15,3,Salt,Grocery,49,56.68,1,0,0
2024-08-12,1,Wheat Flour,Grocery,18,82.47,0,0,0
2024-04-16,3,Salt,Grocery,25,71.96,1,0,0
2024-08-06,4,Cooking Oil,Grocery,27,76.95,1,0,0
2024-05-04,1,Wheat Flour,Grocery,58,27.72,0,0,0
2024-04-18,7,Soap,Personal Care,52,58.75,1,0,0
2024-01-02,8,Milk,Dairy,49,13.09,1,0,0
2024-05-19,3,Salt,Grocery,57,58.98,0,0,0
2024-02-05,1,Wheat Flour,Grocery,36,67.7,1,0,0
2024-12-03,8,Milk,Dairy,58,20.58,1,0,0
2024-12-16,0,Rice,Grocery,44,14.86,0,0,0
2024-03-31,3,Salt,Grocery,49,41.46,0,0,0
2024-04-13,5,Toothpaste,Personal Care,52,15.36,1,0,0
2024-10-30,0,Rice,Grocery,47,48.99,0,0,0
2024-01-06,3,Salt,Grocery,54,26.79,0,0,0
2024-12-06,4,Cooking Oil,Grocery,62,74.47,1,0,0
2024-12-21,0,Rice,Grocery,46,81.3,1,0,0
2024-10-07,8,Milk,Dairy,34,43.86,1,0,0
2024-01-08,2,Sugar,Grocery,67,31.39,0,0,0
2024-06-28,6,Shampoo,Personal Care,63,87.95,0,0,0
2024-04-12,5,Toothpaste,Personal Care,51,45.73,0,0,0
2024-12-05,5,Toothpaste,Personal Care,55,64.29,1,0,0
2024-11-19,3,Salt,Grocery,31,41.95,0,0,0
2024-08-25,1,Wheat Flour,Grocery,7,38.48,1,0,0
2024-12-16,1,Wheat Flour,Grocery,51,51.15,1,0,0
2024-09-12,5,Toothpaste,Personal Care,36,98.2,1,0,0
2024-03-29,0,Rice,Grocery,57,51.24,0,0,0
2024-12-30,8,Milk,Dairy,37,25.66,0,0,0
2024-11-23,4,Cooking Oil,Grocery,54,73.4,0,0,0
2024-03-18,9,Tea,Beverage,55,29.37,1,0,0
2024-07-17,0,Rice,Grocery,57,99.69,1,0,0
2024-04-10,3,Salt,Grocery,60,49.11,0,0,0
2024-05-03,0,Rice,Grocery,37,22.08,0,0,0
2024-01-27,5,Toothpaste,Personal Care,64,25.51,1,0,0
2024-02-04,4,Cooking Oil,Grocery,51,78.62,0,0,0
2024-02-21,4,Cooking Oil,Grocery,58,86.55,1,0,0
2024-01-11,8,Milk,Dairy,59,35.27,0,0,0
2024-03-22,6,Shampoo,Personal Care,44,93.53,1,0,0
2024-01-09,6,Shampoo,Personal Care,25,18.38,0,0,0
2024-07-01,6,Shampoo,Personal Care,24,92.55,1,0,0
2024-11-17,5,Toothpaste,Personal Care,34,74.32,1,0,0
2024-04-08,5,Toothpaste,Personal Care,66,35.34,0,0,0
2024-10-06,9,Tea,Beverage,29,48.89,0,0,0
2024-07-02,5,Toothpaste,Personal Care,39,67.03,1,0,0
2024-05-06,7,Soap,Personal Care,63,31.64,1,0,0
2024-12-22,6,Shampoo,Personal Care,68,82.12,0,0,0
2024-11-02,2,Sugar,Grocery,41,23.45,1,0,0
2024-04-29,2,Sugar,Grocery,32,74.19,0,0,0
2024-09-18,0,Rice,Grocery,36,83.18,0,0,0
2024-02-15,4,Cooking Oil,Grocery,62,32.47,1,0,0
2024-10-28,9,Tea,Beverage,75,14.93,1,0,0
2024-08-03,1,Wheat Flour,Grocery,48,45.3,0,0,0
2024-12-25,7,Soap,Personal Care,51,27.19,1,0,0
2024-03-14,5,Toothpaste,Personal Care,64,37.28,0,0,0
2024-07-16,0,Rice,Grocery,50,30.22,0,0,0
2024-07-11,6,Shampoo,Personal Care,30,49.83,1,0,0
2024-07-25,4,Cooking Oil,Grocery,47,87.27,1,0,0
2024-04-24,5,Toothpaste,Personal Care,47,52.88,0,0,0
2024-09-22,5,Toothpaste,Personal Care,48,79.47,1,0,0
2024-02-12,2,Sugar,Grocery,41,11.66,0,0,0
2024-05-12,5,Toothpaste,Personal Care,44,83.54,1,0,0
2024-08-20,8,Milk,Dairy,49,55.18,1,0,0
2024-09-29,3,Salt,Grocery,53,59.03,0,0,0
2024-04-24,0,Rice,Grocery,59,14.52,1,0,0
2024-01-16,2,Sugar,Grocery,81,47.76,0,0,0
2024-04-13,0,Rice,Grocery,39,47.96,1,0,0
2024-09-27,2,Sugar,Grocery,18,19.61,1,0,0
2024-11-16,4,Cooking Oil,Grocery,40,55.44,1,0,0
2024-05-12,0,Rice,Grocery,49,44.25,0,0,0
2024-09-04,2,Sugar,Grocery,36,93.76,1,0,0
2024-11-28,0,Rice,Grocery,27,30.27,0,0,0
2024-08-01,9,Tea,Beverage,45,94.13,0,0,1
2024-04-22,1,Wheat Flour,Grocery,44,75.04,0,0,0
2024-05-25,3,Salt,Grocery,46,55.7,1,0,0
2024-11-23,6,Shampoo,Personal Care,67,53.21,0,0,0
2024-11-05,8,Milk,Dairy,51,57.82,0,0,0
2024-12-12,5,Toothpaste,Personal Care,44,29.74,0,0,0
2024-10-08,9,Tea,Beverage,58,14.74,0,0,0
2024-12-04,4,Cooking Oil,Grocery,33,38.19,0,0,0
2024-09-26,7,Soap,Personal Care,68,54.13,0,0,0
2024-07-24,9,Tea,Beverage,18,55.95,1,0,0
2024-07-09,9,Tea,Beverage,52,36.67,0,0,0
2024-10-03,8,Milk,Dairy,34,81.86,1,0,0
2024-09-19,6,Shampoo,Personal Care,60,21.64,0,0,0
2024-03-27,2,Sugar,Grocery,37,15.27,0,0,0
2024-09-08,0,Rice,Grocery,67,76.75,0,0,0
2024-03-27,5,Toothpaste,Personal Care,64,56.55,1,0,0
2024-03-20,7,Soap,Personal Care,39,71.22,1,0,0
2024-11-18,9,Tea,Beverage,46,59.71,0,0,0
2024-09-23,1,Wheat Flour,Grocery,49,23.49,1,0,0
2024-01-05,2,Sugar,Grocery,55,78.47,1,0,0
2024-11-23,2,Sugar,Grocery,57,98.64,1,0,0
2024-07-21,5,Toothpaste,Personal Care,27,71.12,1,0,0
2024-04-06,4,Cooking Oil,Grocery,54,30.45,0,0,0
2024-09-15,5,Toothpaste,Personal Care,62,15.1,1,0,0
2024-06-03,8,Milk,Dairy,73,85.43,0,0,0
2024-02-24,9,Tea,Beverage,39,46.84,1,0,0
2024-08-03,4,Cooking Oil,Grocery,39,66.49,1,0,0
2024-09-30,2,Sugar,Grocery,37,11.62,0,0,0
2024-05-15,8,Milk,Dairy,48,34.17,1,0,0
2024-11-06,5,Toothpaste,Personal Care,30,47.2,0,0,0
2024-01-23,5,Toothpaste,Personal Care,42,17.0,1,0,0
2024-10-27,3,Salt,Grocery,32,10.34,1,0,0
2024-08-19,5,Toothpaste,Personal Care,38,64.74,1,0,0
2024-02-10,1,Wheat Flour,Grocery,44,87.01,0,0,0
2024-11-17,9,Tea,Beverage,59,49.82,1,0,0
2024-03-21,3,Salt,Grocery,58,18.86,0,0,0
2024-01-01,4,Cooking Oil,Grocery,73,11.85,0,0,0
2024-06-17,2,Sugar,Grocery,58,83.89,1,0,0
2024-03-24,2,Sugar,Grocery,68,75.95,0,0,0
2024-12-02,7,Soap,Personal Care,41,90.47,1,0,0
2024-12-19,8,Milk,Dairy,44,21.61,0,0,0
2024-08-18,7,Soap,Personal Care,41,15.74,1,0,0
2024-06-15,7,Soap,Personal Care,5,52.39,0,0,0
2024-06-29,5,Toothpaste,Personal Care,39,32.77,0,0,0
2024-03-12,6,Shampoo,Personal Care,53,89.21,1,0,0
2024-07-24,3,Salt,Grocery,33,88.79,1,0,0
2024-06-11,8,Milk,Dairy,42,84.48,0,0,0
2024-06-26,0,Rice,Grocery,48,84.91,1,0,0
2024-09-21,2,Sugar,Grocery,72,71.63,1,0,0
2024-04-14,6,Shampoo,Personal Care,64,75.16,0,0,0
2024-07-21,1,Wheat Flour,Grocery,44,68.44,1,0,0
2024-11-13,6,Shampoo,Personal Care,75,88.02,1,0,0
2024-07-04,3,Salt,Grocery,45,98.86,0,0,0
2024-12-01,6,Shampoo,Personal Care,52,25.01,1,0,1
2024-12-29,9,Tea,Beverage,55,45.55,1,0,0
2024-01-30,3,Salt,Grocery,47,42.68,0,0,0
2024-03-12,1,Wheat Flour,Grocery,74,17.15,0,0,0
2024-02-23,9,Tea,Beverage,49,50.13,1,0,0
2024-06-04,2,Sugar,Grocery,53,34.93,1,0,0
2024-06-07,1,Wheat Flour,Grocery,37,60.71,0,0,0
2024-06-24,4,Cooking Oil,Grocery,32,25.38,0,0,0
2024-12-14,2,Sugar,Grocery,47,64.51,0,0,0
2024-08-14,6,Shampoo,Personal Care,38,78.99,0,0,0
2024-02-18,7,Soap,Personal Care,55,30.85,1,0,0
2024-01-30,0,Rice,Grocery,51,62.82,0,0,0
2024-10-09,4,Cooking Oil,Grocery,60,68.59,1,0,0
2024-03-04,0,Rice,Grocery,45,85.98,1,0,0
2024-05-25,5,Toothpaste,Personal Care,49,16.21,0,0,0
2024-01-11,1,Wheat Flour,Grocery,56,61.15,1,0,0
2024-09-24,2,Sugar,Grocery,54,24.15,0,0,0
2024-02-20,7,Soap,Personal Care,76,29.82,1,0,0
2024-05-10,2,Sugar,Grocery,51,73.84,0,0,0
2024-11-22,0,Rice,Grocery,56,94.8,0,0,0
2024-04-20,7,Soap,Personal Care,49,87.72,0,0,0
2024-10-16,9,Tea,Beverage,51,71.49,1,0,0
2024-08-31,4,Cooking Oil,Grocery,68,78.96,1,0,0
2024-01-07,7,Soap,Personal Care,49,13.32,0,0,0
2024-06-17,9,Tea,Beverage,59,69.28,1,0,0
2024-01-29,6,Shampoo,Personal Care,40,20.78,1,0,0
2024-01-27,9,Tea,Beverage,34,42.78,0,0,0
2024-03-20,6,Shampoo,Personal Care,56,56.1,1,0,0
2024-03-04,6,Shampoo,Personal Care,60,38.45,0,0,0
2024-11-27,8,Milk,Dairy,60,88.42,1,0,0
2024-07-03,7,Soap,Personal Care,52,60.92,1,0,0
2024-03-13,8,Milk,Dairy,33,99.32,1,0,0
2024-03-01,9,Tea,Beverage,26,28.96,1,0,1
2024-03-06,6,Shampoo,Personal Care,74,89.07,0,0,0
2024-01-17,3,Salt,Grocery,28,87.08,0,0,0
2024-05-02,1,Wheat Flour,Grocery,40,22.67,1,0,0
2024-03-21,7,Soap,Personal Care,38,44.37,1,0,0
2024-10-22,5,Toothpaste,Personal Care,46,57.22,1,0,0
2024-05-03,4,Cooking Oil,Grocery,47,82.63,1,0,0
2024-11-21,7,Soap,Personal Care,25,73.26,0,0,0
2024-09-24,8,Milk,Dairy,74,21.92,0,0,0
2024-09-11,1,Wheat Flour,Grocery,48,37.14,1,0,0
2024-09-02,1,Wheat Flour,Grocery,60,79.83,0,0,0
2024-02-28,7,Soap,Personal Care,59,83.33,0,0,0
2024-11-20,4,Cooking Oil,Grocery,44,19.55,1,0,0
2024-11-15,5,Toothpaste,Personal Care,49,77.48,1,0,0
2024-06-20,6,Shampoo,Personal Care,35,65.15,0,0,0
2024-06-02,3,Salt,Grocery,29,93.62,1,0,0
2024-08-06,5,Toothpaste,Personal Care,47,92.73,0,0,0
2024-10-04,2,Sugar,Grocery,42,62.07,0,0,0
2024-11-26,3,Salt,Grocery,35,47.42,0,0,0
2024-02-17,7,Soap,Personal Care,71,76.38,0,0,0
2024-10-24,5,Toothpaste,Personal Care,60,57.48,0,0,0
2024-07-17,3,Salt,Grocery,74,24.29,0,0,0
2024-07-11,7,Soap,Personal Care,42,14.35,1,0,0
2024-02-11,5,Toothpaste,Personal Care,55,53.87,0,0,0
2024-01-20,2,Sugar,Grocery,67,81.24,1,0,0
2024-04-16,6,Shampoo,Personal Care,45,23.9,0,0,0
2024-03-01,1,Wheat Flour,Grocery,24,75.45,1,0,0
2024-09-11,2,Sugar,Grocery,41,18.37,0,0,0
2024-03-17,4,Cooking Oil,Grocery,52,98.53,0,0,0
2024-05-02,6,Shampoo,Personal Care,37,92.57,0,0,0
2024-02-05,7,Soap,Personal Care,33,65.03,1,0,0
2024-05-11,0,Rice,Grocery,59,84.48,1,0,0
2024-10-31,4,Cooking Oil,Grocery,70,24.35,0,0,0
2024-06-18,5,Toothpaste,Personal Care,37,14.75,0,0,0
2024-07-24,4,Cooking Oil,Grocery,61,87.15,1,0,0
2024-07-15,6,Shampoo,Personal Care,57,52.76,0,0,0
2024-07-31,5,Toothpaste,Personal Care,38,26.84,0,0,0
2024-01-04,2,Sugar,Grocery,39,10.5,1,0,0
2024-11-22,2,Sugar,Grocery,31,14.48,1,0,0
2024-11-27,7,Soap,Personal Care,54,49.34,0,0,0
2024-10-07,6,Shampoo,Personal Care,45,53.67,1,0,0
2024-02-25,1,Wheat Flour,Grocery,55,12.8,0,0,0
2024-12-15,7,Soap,Personal Care,33,10.76,0,0,0
2024-05-17,5,Toothpaste,Personal Care,57,96.18,0,0,0
2024-03-28,9,Tea,Beverage,26,85.77,0,0,0
2024-06-08,3,Salt,Grocery,21,99.05,0,0,0
2024-11-05,7,Soap,Personal Care,66,70.96,0,0,0
2024-07-01,9,Tea,Beverage,39,57.29,0,0,0
2024-02-19,1,Wheat Flour,Grocery,42,26.78,0,0,0
2024-11-16,8,Milk,Dairy,35,56.66,0,0,0
2024-03-08,1,Wheat Flour,Grocery,45,53.13,0,0,0
2024-02-05,0,Rice,Grocery,61,74.8,1,0,0
2024-11-14,2,Sugar,Grocery,38,49.87,1,0,0
2024-04-20,8,Milk,Dairy,23,35.72,1,0,0
2024-07-08,9,Tea,Beverage,51,52.97,0,0,0
2024-12-26,9,Tea,Beverage,30,66.6,1,0,0
2024-10-28,6,Shampoo,Personal Care,34,48.68,0,0,0
2024-04-25,0,Rice,Grocery,4,62.73,0,0,0
2024-09-10,1,Wheat Flour,Grocery,75,37.85,1,0,0
2024-01-29,5,Toothpaste,Personal Care,28,38.99,1,0,0
2024-04-18,6,Shampoo,Personal Care,32,59.83,1,0,0
2024-11-08,2,Sugar,Grocery,47,42.08,1,0,0
2024-07-04,5,Toothpaste,Personal Care,12,99.6,0,0,0
2024-04-20,3,Salt,Grocery,44,81.48,1,0,0
2024-07-23,5,Toothpaste,Personal Care,40,80.5,1,0,0
2024-12-19,9,Tea,Beverage,61,52.16,0,0,0
2024-03-11,9,Tea,Beverage,74,74.58,1,0,0
2024-03-29,7,Soap,Personal Care,68,16.21,0,0,0
2024-12-08,4,Cooking Oil,Grocery,75,40.96,0,0,0
2024-08-22,2,Sugar,Grocery,43,27.34,0,0,0
2024-03-29,4,Cooking Oil,Grocery,40,64.92,0,0,0
2024-02-26,4,Cooking Oil,Grocery,43,11.05,0,0,0
2024-11-21,8,Milk,Dairy,60,27.02,0,0,0
2024-10-16,0,Rice,Grocery,75,64.34,0,0,0
2024-03-09,8,Milk,Dairy,26,96.66,0,0,0
2024-11-09,4,Cooking Oil,Grocery,42,68.14,1,0,0
2024-12-15,0,Rice,Grocery,66,81.12,0,0,0
2024-01-27,6,Shampoo,Personal Care,42,25.93,0,0,0
2024-08-28,1,Wheat Flour,Grocery,36,88.04,0,0,0
2024-06-07,7,Soap,Personal Care,37,84.01,0,0,0
2024-05-01,2,Sugar,Grocery,52,80.23,1,0,0
2024-06-26,8,Milk,Dairy,31,61.48,0,0,0
2024-10-26,4,Cooking Oil,Grocery,38,79.5,0,0,0
2024-12-13,2,Sugar,Grocery,47,30.69,0,0,0
2024-12-18,9,Tea,Beverage,29,24.75,0,0,0
2024-07-30,3,Salt,Grocery,43,49.98,1,0,0
2024-08-31,9,Tea,Beverage,32,92.36,0,0,0
2024-09-13,5,Toothpaste,Personal Care,46,74.89,0,0,0
2024-03-10,4,Cooking Oil,Grocery,39,64.99,1,0,0
2024-12-29,4,Cooking Oil,Grocery,29,31.24,0,0,0
2024-04-28,0,Rice,Grocery,50,48.95,0,0,0
2024-10-26,8,Milk,Dairy,40,96.54,1,0,0
2024-09-19,5,Toothpaste,Personal Care,59,57.97,0,0,0
2024-02-21,2,Sugar,Grocery,60,34.03,0,0,0
2024-12-17,6,Shampoo,Personal Care,46,58.37,1,0,0
2024-01-31,4,Cooking Oil,Grocery,41,25.38,0,0,0
2024-08-05,3,Salt,Grocery,47,36.82,1,0,0
2024-12-20,1,Wheat Flour,Grocery,51,12.95,0,0,0
2024-04-16,1,Wheat Flour,Grocery,62,62.4,1,0,0
2024-10-20,6,Shampoo,Personal Care,37,20.58,0,0,0
2024-04-15,6,Shampoo,Personal Care,32,37.57,1,0,0
2024-02-14,1,Wheat Flour,Grocery,51,63.72,0,0,0
2024-11-25,8,Milk,Dairy,60,53.67,1,0,0
2024-06-10,7,Soap,Personal Care,45,33.69,0,0,0
2024-02-14,5,Toothpaste,Personal Care,76,49.13,0,0,0
2024-09-22,4,Cooking Oil,Grocery,58,46.58,1,0,0
2024-08-20,3,Salt,Grocery,33,47.74,1,0,0
2024-08-19,6,Shampoo,Personal Care,74,30.55,1,0,0
2024-07-23,0,Rice,Grocery,29,55.4,1,0,0
2024-11-06,3,Salt,Grocery,65,52.37,1,0,0
2024-01-24,5,Toothpaste,Personal Care,70,85.79,1,0,0
2024-06-29,6,Shampoo,Personal Care,63,39.19,1,0,0
2024-04-19,0,Rice,Grocery,38,15.19,1,0,0
2024-08-02,3,Salt,Grocery,25,24.39,0,0,0
2024-11-11,3,Salt,Grocery,65,76.45,0,1,0
2024-02-02,0,Rice,Grocery,58,84.76,1,0,0
2024-01-05,4,Cooking Oil,Grocery,49,57.05,1,0,0
2024-07-31,2,Sugar,Grocery,59,40.36,1,0,0
2024-06-18,8,Milk,Dairy,57,42.33,1,0,0
2024-02-05,5,Toothpaste,Personal Care,72,95.26,1,0,0
2024-08-05,7,Soap,Personal Care,74,59.86,0,0,0
2024-12-11,1,Wheat Flour,Grocery,52,17.89,0,0,0
2024-01-28,7,Soap,Personal Care,41,53.61,1,0,0
2024-09-05,8,Milk,Dairy,68,34.13,1,0,0
2024-05-23,1,Wheat Flour,Grocery,36,72.46,0,0,0
2024-09-04,6,Shampoo,Personal Care,57,68.26,1,0,0
2024-07-08,8,Milk,Dairy,56,23.63,1,0,0
2024-08-17,4,Cooking Oil,Grocery,44,28.32,1,0,0
2024-11-26,6,Shampoo,Personal Care,68,35.76,1,0,0
2024-07-28,6,Shampoo,Personal Care,57,47.71,0,0,0
2024-07-28,5,Toothpaste,Personal Care,23,27.61,0,0,0
2024-03-23,2,Sugar,Grocery,62,87.52,0,0,0
2024-07-09,8,Milk,Dairy,62,45.67,1,0,0
2024-08-22,8,Milk,Dairy,49,26.12,1,0,0
2024-06-01,4,Cooking Oil,Grocery,59,78.61,1,0,0
2024-03-23,1,Wheat Flour,Grocery,45,68.12,1,0,0
2024-04-25,9,Tea,Beverage,43,14.89,1,0,0
2024-08-03,2,Sugar,Grocery,44,98.31,0,0,0
2024-07-06,3,Salt,Grocery,57,54.83,1,0,0
2024-06-20,9,Tea,Beverage,53,59.56,1,0,0
2024-01-27,1,Wheat Flour,Grocery,48,31.61,1,0,0
2024-11-29,4,Cooking Oil,Grocery,57,63.93,0,0,0
2024-06-22,0,Rice,Grocery,27,55.22,0,0,0
2024-12-06,0,Rice,Grocery,57,56.31,1,0,0
2024-06-15,6,Shampoo,Personal Care,51,32.2,1,0,0
2024-04-06,9,Tea,Beverage,39,37.36,1,0,0
2024-08-04,5,Toothpaste,Personal Care,62,84.16,0,0,0
2024-06-14,5,Toothpaste,Personal Care,64,96.7,1,0,0
2024-12-07,2,Sugar,Grocery,55,89.46,1,0,0
2024-05-19,5,Toothpaste,Personal Care,31,76.41,1,0,0
2024-03-06,7,Soap,Personal Care,56,46.37,0,0,0
2024-01-09,2,Sugar,Grocery,38,93.22,0,0,0
2024-05-18,6,Shampoo,Personal Care,38,34.37,0,0,0
2024-05-03,1,Wheat Flour,Grocery,81,96.21,1,0,0
2024-05-02,9,Tea,Beverage,48,15.6,1,0,0
2024-01-13,2,Sugar,Grocery,50,88.96,1,0,0
2024-05-31,9,Tea,Beverage,59,99.79,1,1,0
2024-05-27,3,Salt,Grocery,59,41.55,1,0,0
2024-10-21,3,Salt,Grocery,33,37.75,1,0,0
2024-05-30,9,Tea,Beverage,58,72.91,0,0,0
2024-04-10,6,Shampoo,Personal Care,74,63.25,1,0,0
2024-06-02,8,Milk,Dairy,79,70.98,1,0,0
2024-06-12,3,Salt,Grocery,108,13.14,1,0,0
2024-01-26,0,Rice,Grocery,59,73.37,0,0,0
2024-02-06,8,Milk,Dairy,47,82.26,1,0,0
2024-01-24,2,Sugar,Grocery,67,98.85,0,0,0
2024-12-24,7,Soap,Personal Care,27,71.73,0,0,0
2024-12-29,3,Salt,Grocery,57,36.86,0,0,0
2024-03-09,4,Cooking Oil,Grocery,35,26.3,0,0,0
2024-10-23,8,Milk,Dairy,25,41.2,1,0,0
2024-01-14,0,Rice,Grocery,64,90.1,0,0,0
2024-05-14,2,Sugar,Grocery,40,16.15,0,0,0
2024-05-04,8,Milk,Dairy,77,32.26,1,0,0
2024-12-07,0,Rice,Grocery,70,88.39,0,0,0
2024-04-24,8,Milk,Dairy,70,21.06,0,0,0
2024-10-01,7,Soap,Personal Care,24,98.79,1,0,1
2024-08-15,2,Sugar,Grocery,57,15.06,1,0,0
2024-03-15,0,Rice,Grocery,55,92.75,0,0,0
2024-09-24,3,Salt,Grocery,64,96.61,0,0,0
2024-09-20,7,Soap,Personal Care,34,74.58,0,0,0
2024-09-12,9,Tea,Beverage,61,48.71,1,0,0
2024-06-11,5,Toothpaste,Personal Care,18,23.9,0,0,0
2024-05-03,3,Salt,Grocery,52,71.17,1,0,0
2024-08-24,9,Tea,Beverage,40,23.91,0,0,0
2024-07-31,0,Rice,Grocery,35,10.63,0,0,0
2024-11-27,5,Toothpaste,Personal Care,35,33.04,1,0,0
2024-07-12,6,Shampoo,Personal Care,30,15.36,0,0,0
2024-06-16,8,Milk,Dairy,21,63.65,1,0,0
2024-11-28,9,Tea,Beverage,66,54.75,0,0,0
2024-02-13,5,Toothpaste,Personal Care,28,42.01,1,1,0
2024-07-10,8,Milk,Dairy,56,62.26,0,0,0
2024-01-24,8,Milk,Dairy,50,79.21,0,0,0
2024-11-18,4,Cooking Oil,Grocery,51,35.61,1,0,0
2024-12-17,9,Tea,Beverage,55,46.99,1,0,0
2024-05-20,2,Sugar,Grocery,29,73.49,0,0,0
2024-01-17,8,Milk,Dairy,73,51.24,0,0,0
2024-05-18,4,Cooking Oil,Grocery,42,27.93,0,0,0
2024-10-03,1,Wheat Flour,Grocery,74,68.52,0,0,0
2024-07-20,8,Milk,Dairy,51,29.26,1,0,0
2024-09-19,0,Rice,Grocery,46,74.68,0,0,0
2024-11-11,4,Cooking Oil,Grocery,67,48.95,1,0,0
2024-02-07,1,Wheat Flour,Grocery,25,92.79,1,0,0
2024-05-27,9,Tea,Beverage,32,10.48,1,0,0
2024-12-03,6,Shampoo,Personal Care,38,27.28,1,0,0
2024-03-22,0,Rice,Grocery,56,13.78,1,0,0
2024-02-13,4,Cooking Oil,Grocery,40,35.98,1,0,0
2024-06-03,7,Soap,Personal Care,55,80.12,0,0,0
2024-03-26,0,Rice,Grocery,75,89.76,1,0,0
2024-07-07,8,Milk,Dairy,41,40.54,1,0,0
2024-09-06,6,Shampoo,Personal Care,44,59.55,0,0,0
2024-11-13,9,Tea,Beverage,55,21.93,0,0,0
2024-02-29,6,Shampoo,Personal Care,75,30.56,1,0,0
2024-05-10,6,Shampoo,Personal Care,59,36.69,1,0,0
2024-07-12,0,Rice,Grocery,53,84.33,0,0,0
2024-03-16,5,Toothpaste,Personal Care,47,22.16,1,0,0
2024-04-16,4,Cooking Oil,Grocery,33,48.75,1,0,0
2024-07-13,8,Milk,Dairy,75,89.02,1,0,0
2024-11-05,9,Tea,Beverage,50,45.97,1,0,0
2024-09-12,8,Milk,Dairy,46,66.76,0,0,0
2024-01-23,7,Soap,Personal Care,78,83.24,0,0,0
2024-06-19,2,Sugar,Grocery,41,28.82,0,0,0
2024-07-14,5,Toothpaste,Personal Care,34,42.23,0,0,0
2024-06-18,6,Shampoo,Personal Care,43,30.39,1,0,0
2024-08-10,1,Wheat Flour,Grocery,56,48.73,0,0,0
2024-11-05,1,Wheat Flour,Grocery,51,78.7,1,0,0
2024-01-10,4,Cooking Oil,Grocery,54,10.46,0,0,0
2024-04-03,7,Soap,Personal Care,43,90.46,1,1,0
2024-08-03,6,Shampoo,Personal Care,67,16.21,1,0,0
2024-01-05,6,Shampoo,Personal Care,51,38.29,0,0,0
2024-12-07,4,Cooking Oil,Grocery,89,77.44,0,0,0
2024-10-07,7,Soap,Personal Care,71,80.01,1,0,0
2024-03-25,9,Tea,Beverage,43,88.9,1,0,0
2024-11-02,9,Tea,Beverage,23,27.96,0,0,0
2024-02-07,3,Salt,Grocery,30,50.7,0,0,0
2024-01-14,4,Cooking Oil,Grocery,84,35.79,1,0,0
2024-07-18,6,Shampoo,Personal Care,33,33.52,0,0,0
2024-02-06,3,Salt,Grocery,42,93.3,1,0,0
2024-05-22,2,Sugar,Grocery,48,41.9,0,0,0
2024-09-17,2,Sugar,Grocery,51,24.63,1,0,0
2024-07-08,6,Shampoo,Personal Care,42,83.24,1,0,0
2024-06-15,8,Milk,Dairy,68,77.85,0,0,0
2024-07-03,5,Toothpaste,Personal Care,70,11.16,0,0,0
2024-10-04,1,Wheat Flour,Grocery,32,66.54,0,0,0
2024-06-25,7,Soap,Personal Care,56,73.85,0,0,0
2024-05-26,1,Wheat Flour,Grocery,68,81.24,0,0,0
2024-04-22,9,Tea,Beverage,57,22.86,1,0,0
2024-10-31,8,Milk,Dairy,51,11.75,0,0,0
2024-02-13,6,Shampoo,Personal Care,35,60.98,1,0,0
2024-08-29,5,Toothpaste,Personal Care,52,76.56,1,0,0
2024-01-10,3,Salt,Grocery,53,90.87,0,0,0
2024-01-20,7,Soap,Personal Care,47,20.54,1,0,0
2024-12-26,1,Wheat Flour,Grocery,48,64.39,1,0,0
2024-02-15,6,Shampoo,Personal Care,56,26.25,0,0,0
2024-09-23,0,Rice,Grocery,51,14.49,1,0,0
2024-06-22,9,Tea,Beverage,52,44.11,0,0,0
2024-02-14,9,Tea,Beverage,26,18.24,1,0,0
2024-07-16,4,Cooking Oil,Grocery,68,47.8,0,0,0
2024-01-22,3,Salt,Grocery,37,62.5,1,0,0
2024-04-17,2,Sugar,Grocery,31,98.92,1,0,0
2024-02-27,5,Toothpaste,Personal Care,50,56.59,1,0,0
2024-08-18,0,Rice,Grocery,62,44.92,0,0,0
2024-10-25,7,Soap,Personal Care,36,83.62,0,0,0
2024-01-08,8,Milk,Dairy,26,68.07,1,0,0
2024-03-30,5,Toothpaste,Personal Care,63,90.99,0,0,0
2024-01-18,6,Shampoo,Personal Care,63,76.16,1,0,0
2024-08-20,5,Toothpaste,Personal Care,74,10.66,1,0,0
2024-09-04,4,Cooking Oil,Grocery,66,85.27,0,0,0
2024-06-16,4,Cooking Oil,Grocery,42,48.7,0,0,0
